Content,Author,Date,Language,Location,Number of Likes,Number of Retweets,In Reply To,Author Name,Author Description,Author Tweets Count,Author Following Count,Author Followers Count,Author Listed Count,Author Verified,Longitude,Latitude
string,discrete,time,in zxx qme,discrete,continuous,continuous,discrete,discrete,string,continuous,continuous,continuous,continuous,discrete,continuous,continuous
meta,meta,meta,meta,meta,meta,meta,meta,meta,meta,meta,meta,meta,meta,meta,meta,meta
Bagi orang tua agar lebih bijaksana dalam memberikn izin kepada anak yang belum cukup umur untuk berkendara kendaraan bermotor. https://t.co/w57yyUZ2Pi,@TMCPoldaMetro,2022-06-25 10:15:00,in,,21.0,6.0,,TMC Polda Metro Jaya,Traffic Management Center Jakarta Metropolitan Police Telp: 021-52960770,588150.0,0.0,8077926.0,9339.0,True,,
16.49 Situasi arus lalu lintas di Traffic light PGC Cililitan Jaktim terpantau ramai lancar. https://t.co/Mew60BTzYG,@TMCPoldaMetro,2022-06-25 09:50:38,in,,3.0,2.0,,TMC Polda Metro Jaya,Traffic Management Center Jakarta Metropolitan Police Telp: 021-52960770,588150.0,0.0,8077926.0,9339.0,True,,
"16.17 Polri Sat Lantas Jakpus  pengaturan Jl Benyamin Sueb Kemayoran Jakpus, situasi arus lalu lintas terkini ramai cenderung padat. https://t.co/doPHRhelZR",@TMCPoldaMetro,2022-06-25 09:17:08,in,,7.0,1.0,,TMC Polda Metro Jaya,Traffic Management Center Jakarta Metropolitan Police Telp: 021-52960770,588150.0,0.0,8077926.0,9339.0,True,,
"15.38 Polri Sat Lantas Jakpus pengaturan di Pintu masuk 6 PRJ Kemayoran Jakpus, pengunjung sudah meriah untuk masuk, bagi pengunjung PRJ harap bersabar. https://t.co/nXsczSqs8f",@TMCPoldaMetro,2022-06-25 08:38:27,in,,5.0,3.0,,TMC Polda Metro Jaya,Traffic Management Center Jakarta Metropolitan Police Telp: 021-52960770,588150.0,0.0,8077926.0,9339.0,True,,
15.21 Situasi arus lalu lintas di Traffic light Halim Lama menuju arah Kalimalang terpantau ramai lancar. https://t.co/0BeK4MIKK0,@TMCPoldaMetro,2022-06-25 08:21:00,in,,5.0,3.0,,TMC Polda Metro Jaya,Traffic Management Center Jakarta Metropolitan Police Telp: 021-52960770,588150.0,0.0,8077926.0,9339.0,True,,
"Dahulukan selalu KA, menerobos Perlintasan Kereta yang telah memberikan isyarat untuk berhenti dapat berakibat kecelakaan.
https://t.co/ms6dlYvFId",@TMCPoldaMetro,2022-06-25 08:08:00,in,,10.0,1.0,,TMC Polda Metro Jaya,Traffic Management Center Jakarta Metropolitan Police Telp: 021-52960770,588150.0,0.0,8077926.0,9339.0,True,,
"14.40 Situasi arus lalulintas di Traffic light Pondok Indah Jaksel terpantau ramai lancar, cuaca saat ini hujan deras. Diimbau bagi pengendara untuk tetap berhati hati. https://t.co/1QQUciKlEl",@TMCPoldaMetro,2022-06-25 07:40:18,in,,4.0,1.0,,TMC Polda Metro Jaya,Traffic Management Center Jakarta Metropolitan Police Telp: 021-52960770,588150.0,0.0,8077926.0,9339.0,True,,
"14.39 Situasi arus lalu lintas Jl MT Haryono arteri maupun Dalam Tol dari arah Pancoran menuju Cawang terpantau padat, cuaca hujan deras. https://t.co/UdB5iOTg9I",@TMCPoldaMetro,2022-06-25 07:39:55,in,,2.0,1.0,,TMC Polda Metro Jaya,Traffic Management Center Jakarta Metropolitan Police Telp: 021-52960770,588150.0,0.0,8077926.0,9339.0,True,,
"14.28 Polri Sat Lantas Jakpus pengamanan dan pengaturan di Pintu 2 PRJ Jl Benyamin Sueb Kemayoran Jakpus, situasi arus lalu lintas terkini ramai lancar. https://t.co/iTaxrnq3Yt",@TMCPoldaMetro,2022-06-25 07:28:19,in,,2.0,1.0,,TMC Polda Metro Jaya,Traffic Management Center Jakarta Metropolitan Police Telp: 021-52960770,588150.0,0.0,8077926.0,9339.0,True,,
"14.23 Polri Sat Lantas Jakpus pengamanan dan pengaturan di Pintu masuk 6 PRJ Kemayoran Jakpus, situasi arus lalu lintas terkini ramai lancar. https://t.co/DXYw16fU84",@TMCPoldaMetro,2022-06-25 07:23:55,in,,3.0,1.0,,TMC Polda Metro Jaya,Traffic Management Center Jakarta Metropolitan Police Telp: 021-52960770,588150.0,0.0,8077926.0,9339.0,True,,
14.07 Situasi arus lalu lintas di Jl. Jendral Sudirman (Dukuh Atas) Jakpus menuju arah Bundaran HI terpantau padat. https://t.co/Y7Q0Lh0K8r,@TMCPoldaMetro,2022-06-25 07:07:25,in,,6.0,1.0,,TMC Polda Metro Jaya,Traffic Management Center Jakarta Metropolitan Police Telp: 021-52960770,588150.0,0.0,8077926.0,9339.0,True,,
"13.30 #Polri Dit Lantas PMJ melaksanakan Apel Gabungan Operasi Patuh Jaya 2022 di Lapangan Presisi Dit Lantas PMJ.
#OpsKepolisianPatuhJaya2022 https://t.co/QbrfZTPGHw",@TMCPoldaMetro,2022-06-25 06:31:34,in,,4.0,0.0,,TMC Polda Metro Jaya,Traffic Management Center Jakarta Metropolitan Police Telp: 021-52960770,588150.0,0.0,8077926.0,9339.0,True,,
13.18 Situasi arus lalu lintas di Ruas Tol JORR KM 11+000 (Joglo) terpantau ramai lancar. https://t.co/zqoVFlNpB3,@TMCPoldaMetro,2022-06-25 06:18:00,in,,2.0,0.0,,TMC Polda Metro Jaya,Traffic Management Center Jakarta Metropolitan Police Telp: 021-52960770,588150.0,0.0,8077926.0,9339.0,True,,
13.01 Situasi arus lalu lintas di Jl. Benyamin Sueb Kemayoran Jakpus terpantau ramai lancar. https://t.co/qtXcNpBuMN,@TMCPoldaMetro,2022-06-25 06:01:51,in,,7.0,1.0,,TMC Polda Metro Jaya,Traffic Management Center Jakarta Metropolitan Police Telp: 021-52960770,588150.0,0.0,8077926.0,9339.0,True,,
"Demi keselamatan diri sendiri, gunakan helm saat mengendarai sepeda motor. https://t.co/2Jx9QYTTlE",@TMCPoldaMetro,2022-06-25 05:41:16,in,,15.0,1.0,,TMC Polda Metro Jaya,Traffic Management Center Jakarta Metropolitan Police Telp: 021-52960770,588150.0,0.0,8077926.0,9339.0,True,,
"Mulai Tanggal 13 Juni s/d 26 Juni 2022, Dit Lantas Polda Metro Jaya melaksanakan Operasi Patuh Jaya 2022, dengan sasaran Operasi sebagai berikut: https://t.co/lf5yvd8k7S",@TMCPoldaMetro,2022-06-25 05:11:00,in,,8.0,1.0,,TMC Polda Metro Jaya,Traffic Management Center Jakarta Metropolitan Police Telp: 021-52960770,588150.0,0.0,8077926.0,9339.0,True,,
"11.44 #Polri Sat PJR Dit Lantas PMJ melakukan pembagian Brosur Sosialisasi Operasi Patuh Jaya 2022 kepada Pengguna Jalan Tol di KM 45+200 B arah Jatiasih.
#OpsKepolisianPatuhJaya2022 https://t.co/OTAMbYYGr9",@TMCPoldaMetro,2022-06-25 04:44:14,in,,2.0,0.0,,TMC Polda Metro Jaya,Traffic Management Center Jakarta Metropolitan Police Telp: 021-52960770,588150.0,0.0,8077926.0,9339.0,True,,
11.27 Situasi arus lalu lintas di Jl. Pangeran Antasari Jaksel menuju arah Prapanca maupun arah Sebaliknya terpantau ramai lancar. https://t.co/Pb6ebd6IiP,@TMCPoldaMetro,2022-06-25 04:28:04,in,,4.0,0.0,,TMC Polda Metro Jaya,Traffic Management Center Jakarta Metropolitan Police Telp: 021-52960770,588150.0,0.0,8077926.0,9339.0,True,,
11.08 Situasi arus lalu lintas di Pintu Masuk Kawasan PRJ Kemayoran Jakpus terpantau ramai lancar. https://t.co/cO7A2e3mWW,@TMCPoldaMetro,2022-06-25 04:09:09,in,,3.0,0.0,,TMC Polda Metro Jaya,Traffic Management Center Jakarta Metropolitan Police Telp: 021-52960770,588150.0,0.0,8077926.0,9339.0,True,,
10.56 Situasi arus lalu lintas di Ruas Tol Dalam Kota KM 09+600 menuju arah Slipi maupun arah Semanggi terpantau ramai lancar. https://t.co/oUTc8FCmS6,@TMCPoldaMetro,2022-06-25 03:57:04,in,,5.0,0.0,,TMC Polda Metro Jaya,Traffic Management Center Jakarta Metropolitan Police Telp: 021-52960770,588150.0,0.0,8077926.0,9339.0,True,,
"10.40 Imbas adanya penyempitan Jalan di Kawasan depan Stasiun Kota Tua Jakbar, Situasi arus lalu lintas terpantau padat. https://t.co/QtP65AR5T7",@TMCPoldaMetro,2022-06-25 03:40:39,in,,6.0,1.0,,TMC Polda Metro Jaya,Traffic Management Center Jakarta Metropolitan Police Telp: 021-52960770,588150.0,0.0,8077926.0,9339.0,True,,
"Dahulukan selalu KA, menerobos Perlintasan Kereta yg telah memberikan isyarat utk berhenti dpt berakibat kecelakaan. https://t.co/H0Re6GL4hD",@TMCPoldaMetro,2022-06-25 03:19:37,in,,6.0,0.0,,TMC Polda Metro Jaya,Traffic Management Center Jakarta Metropolitan Police Telp: 021-52960770,588150.0,0.0,8077926.0,9339.0,True,,
10.02 Situasi arus lalu lintas di Pintu Gerbang Utama Ancol Timur Jakut terpantau ramai lancar. https://t.co/SGslyzMgvT,@TMCPoldaMetro,2022-06-25 03:02:45,in,,8.0,0.0,,TMC Polda Metro Jaya,Traffic Management Center Jakarta Metropolitan Police Telp: 021-52960770,588150.0,0.0,8077926.0,9339.0,True,,
09.44 Situasi arus lalu lintas di Traffic Light Pejaten Jaksel terpantau ramai lancar. https://t.co/6ja5NPsF9j,@TMCPoldaMetro,2022-06-25 02:45:42,in,,4.0,0.0,,TMC Polda Metro Jaya,Traffic Management Center Jakarta Metropolitan Police Telp: 021-52960770,588150.0,0.0,8077926.0,9339.0,True,,
09.24 Situasi arus lalu lintas di Ruas Tol Jagorawi KM 06+000 (Dukuh) terpantau ramai lancar. https://t.co/PzbLkETuXR,@TMCPoldaMetro,2022-06-25 02:24:44,in,,5.0,0.0,,TMC Polda Metro Jaya,Traffic Management Center Jakarta Metropolitan Police Telp: 021-52960770,588150.0,0.0,8077926.0,9339.0,True,,
"09.13 #Polri Satlantas Jakbar melakukan Sosialisasi dan himbauan serta Pembagian Brosur maupun Masker dalam rangka Kegiatan Operasi Patuh Jaya 2022 kepada Pengguna Jalan di Traffic Light Tomang Jakbar.
#OpsKepolisianPatuhJaya2022 https://t.co/uqoXxQFVz6",@TMCPoldaMetro,2022-06-25 02:13:00,in,,3.0,0.0,,TMC Polda Metro Jaya,Traffic Management Center Jakarta Metropolitan Police Telp: 021-52960770,588150.0,0.0,8077926.0,9339.0,True,,
"09.02 #Polri Satlantas Jaktim melakukan Sosialisasi dan himbauan serta Pembagian Brosur maupun Masker dalam rangka Kegiatan Operasi Patuh Jaya 2022 kepada Pengguna Jalan di Traffic Light Kodim Lama Jatinegara Jaktim.
#OpsKepolisianPatuhJaya2022 https://t.co/IKT2vMLLYL",@TMCPoldaMetro,2022-06-25 02:02:00,in,,12.0,0.0,,TMC Polda Metro Jaya,Traffic Management Center Jakarta Metropolitan Police Telp: 021-52960770,588150.0,0.0,8077926.0,9339.0,True,,
08.46 Situasi arus lalu lintas di Traffic Light Kalibata Jaksel menuju arah Pasar Minggu terpantau ramai lancar. https://t.co/A2XJCguWTk,@TMCPoldaMetro,2022-06-25 01:47:17,in,,5.0,0.0,,TMC Polda Metro Jaya,Traffic Management Center Jakarta Metropolitan Police Telp: 021-52960770,588150.0,0.0,8077926.0,9339.0,True,,
"Jadwal SIMLING Kota Bekasi Bulan Juni 2022, https://t.co/dV8zWgTtRB",@TMCPoldaMetro,2022-06-25 00:32:50,in,,20.0,4.0,,TMC Polda Metro Jaya,Traffic Management Center Jakarta Metropolitan Police Telp: 021-52960770,588150.0,0.0,8077926.0,9339.0,True,,
Lokasi Pelayanan Samling wilayah Jadetabek Hari Sabtu tanggal 25 Juni 2022 https://t.co/42iBSa3UmL,@TMCPoldaMetro,2022-06-25 00:13:53,in,,18.0,4.0,,TMC Polda Metro Jaya,Traffic Management Center Jakarta Metropolitan Police Telp: 021-52960770,588150.0,0.0,8077926.0,9339.0,True,,
"LOKASI PELAYANAN #SIMKELILING Sabtu, 25 Juni 2022 Pukul 08.00 s/d 12.00 WIB :
Jaktim : Mall Grand Cakung. 
Jaksel  : Kampus Trilogi Kalibata.
Jakbar : LTC Glodok &amp; Mall Citraland.
Jakpus : Kantor Pos Lapangan Banteng. https://t.co/jTRqnJCn1S",@TMCPoldaMetro,2022-06-24 23:40:39,in,,7.0,3.0,,TMC Polda Metro Jaya,Traffic Management Center Jakarta Metropolitan Police Telp: 021-52960770,588150.0,0.0,8077926.0,9339.0,True,,
"Cek kembali apakah pagar, pintu &amp; jendela rumah sudah terkunci dengan baik sebelum beranjak istirahat malam hari ini.
https://t.co/pRzvVH3N28",@TMCPoldaMetro,2022-06-24 18:01:00,in,,10.0,0.0,,TMC Polda Metro Jaya,Traffic Management Center Jakarta Metropolitan Police Telp: 021-52960770,588150.0,0.0,8077926.0,9339.0,True,,
"Jangan jadikan jalanan yg sepi utk ajang balap liar, karena membahayakan diri sendiri &amp; orang lain. https://t.co/TlwtKon7cM",@TMCPoldaMetro,2022-06-24 18:00:11,in,,7.0,0.0,,TMC Polda Metro Jaya,Traffic Management Center Jakarta Metropolitan Police Telp: 021-52960770,588150.0,0.0,8077926.0,9339.0,True,,
"00.43 Kecelakaan mobil sedan dgn no pol B 117 HO menabrak truk di Flyover Kranji mengarah Stasiun Kranji, masih dalam penanganan petugas #Polri https://t.co/Yiiv0iJkYp",@TMCPoldaMetro,2022-06-24 17:59:11,in,,15.0,7.0,,TMC Polda Metro Jaya,Traffic Management Center Jakarta Metropolitan Police Telp: 021-52960770,588150.0,0.0,8077926.0,9339.0,True,,
"23.41 Polri Sat Lantas Jakpus melakukan penindakan dengan tilang kepada sepeda motor yg menggunakan knalpot bising/brong di dpn Pertamina Jakarta Pusat.
#OpsKepolisianPatuhJaya2022 https://t.co/ffwHNoW0Ib",@TMCPoldaMetro,2022-06-24 17:58:14,in,,22.0,2.0,,TMC Polda Metro Jaya,Traffic Management Center Jakarta Metropolitan Police Telp: 021-52960770,588150.0,0.0,8077926.0,9339.0,True,,
23.13 Polri Sat Lantas Jakpus melaksanakan penutupan jalan antisipasi balap liar di dpn Pertamina Jakarta Pusat. https://t.co/ArAv9WMyrL,@TMCPoldaMetro,2022-06-24 16:33:07,in,,8.0,1.0,,TMC Polda Metro Jaya,Traffic Management Center Jakarta Metropolitan Police Telp: 021-52960770,588150.0,0.0,8077926.0,9339.0,True,,
22.14 Polri Sat Lantas Jakbar dan Jajaran Polres Jakbar melakukan Apel Cipkon guna cegah adanya gangguan Kamtibmas di Wilayah Hukum Jakarta Barat. https://t.co/OGyWYLLp07,@TMCPoldaMetro,2022-06-24 15:22:20,in,,9.0,1.0,,TMC Polda Metro Jaya,Traffic Management Center Jakarta Metropolitan Police Telp: 021-52960770,588150.0,0.0,8077926.0,9339.0,True,,
Polri Sat Lantas Polres Metro Bandara Soetta memberikan himbauan dgn Humanis kpd Masyarakat pengguna jasa Bandara untuk tdk parkir di areal yg dilarang https://t.co/zhVqAfVa1u,@TMCPoldaMetro,2022-06-24 13:06:33,in,,9.0,1.0,,TMC Polda Metro Jaya,Traffic Management Center Jakarta Metropolitan Police Telp: 021-52960770,588150.0,0.0,8077926.0,9339.0,True,,
"19.12 Polri Sat Lantas Jakpus pengamanan &amp; pengaturan di Pintu Gabungan Pintu 1 &amp; 9 PRJ Kemayoran Jakpus, situasi lalu lintas terpantau ramai cenderung padat https://t.co/p3Xx8fTCBQ",@TMCPoldaMetro,2022-06-24 12:12:38,in,,3.0,4.0,,TMC Polda Metro Jaya,Traffic Management Center Jakarta Metropolitan Police Telp: 021-52960770,588150.0,0.0,8077926.0,9339.0,True,,
"17.04 Polri Sat Lantas Jakpus pengamanan &amp; pengaturan di Pintu Gabungan Pintu 1 &amp; 9 PRJ Kemayoran Jakpus, situasi lalu lintas terpantau mulai padat https://t.co/7LEDUbE0AL",@TMCPoldaMetro,2022-06-24 10:05:23,in,,5.0,0.0,,TMC Polda Metro Jaya,Traffic Management Center Jakarta Metropolitan Police Telp: 021-52960770,588150.0,0.0,8077926.0,9339.0,True,,
"16.27 Polri Sat Lantas Jakpus pengamanan &amp; pengaturan di Pintu 6 PRJ Kemayoran &amp; Pintu Gabungan Pintu 1 &amp; 9 PRJ Kemayoran Jakpus, situasi lalu lintas terpantau lancar https://t.co/kVENpeMNxH",@TMCPoldaMetro,2022-06-24 09:27:28,in,,3.0,0.0,,TMC Polda Metro Jaya,Traffic Management Center Jakarta Metropolitan Police Telp: 021-52960770,588150.0,0.0,8077926.0,9339.0,True,,
https://t.co/M6QSKnDdTD,@TMCPoldaMetro,2022-06-24 08:36:27,zxx,,70.0,37.0,,TMC Polda Metro Jaya,Traffic Management Center Jakarta Metropolitan Police Telp: 021-52960770,588150.0,0.0,8077926.0,9339.0,True,,
https://t.co/Ww46b3e65m,@TMCPoldaMetro,2022-06-24 07:54:09,zxx,,5.0,3.0,,TMC Polda Metro Jaya,Traffic Management Center Jakarta Metropolitan Police Telp: 021-52960770,588150.0,0.0,8077926.0,9339.0,True,,
13.55 Situasi arus lalu lintas Traffic Light Sarinah Jakarta Pusat terpantau ramai lancar https://t.co/s4u0bHQgQd,@TMCPoldaMetro,2022-06-24 06:54:48,in,,6.0,1.0,,TMC Polda Metro Jaya,Traffic Management Center Jakarta Metropolitan Police Telp: 021-52960770,588150.0,0.0,8077926.0,9339.0,True,,
https://t.co/TbVgi1Q8Pk,@TMCPoldaMetro,2022-06-24 06:36:08,zxx,,19.0,3.0,,TMC Polda Metro Jaya,Traffic Management Center Jakarta Metropolitan Police Telp: 021-52960770,588150.0,0.0,8077926.0,9339.0,True,,
"Demi keselamatan diri anda sendiri, gunakan helm saat mengendarai sepeda motor.  
 https://t.co/2Jx9QYTTlE",@TMCPoldaMetro,2022-06-24 04:16:10,in,,14.0,3.0,,TMC Polda Metro Jaya,Traffic Management Center Jakarta Metropolitan Police Telp: 021-52960770,588150.0,0.0,8077926.0,9339.0,True,,
10.54 Situasi arus lalu lintas Traffic Light Jaya Jakarta Utara terpantau ramai lancar https://t.co/9igeKZzQct,@TMCPoldaMetro,2022-06-24 03:54:24,in,,5.0,1.0,,TMC Polda Metro Jaya,Traffic Management Center Jakarta Metropolitan Police Telp: 021-52960770,588150.0,0.0,8077926.0,9339.0,True,,
https://t.co/hZOi9PRkfl,@TMCPoldaMetro,2022-06-24 03:17:43,zxx,,14.0,0.0,,TMC Polda Metro Jaya,Traffic Management Center Jakarta Metropolitan Police Telp: 021-52960770,588150.0,0.0,8077926.0,9339.0,True,,
"09.45 Polri Sat Lantas Jakbar Melakukan pengaturan dan pengamanan Truk Puso yang mengalami ganggu Patah Baut Roda di Samping Pom Bensin Shell Slipi arah Tomang Jakarta Barat, arus lalu lintas tersendat https://t.co/nxyNRV1eV4",@TMCPoldaMetro,2022-06-24 02:44:35,in,,6.0,1.0,,TMC Polda Metro Jaya,Traffic Management Center Jakarta Metropolitan Police Telp: 021-52960770,588150.0,0.0,8077926.0,9339.0,True,,
"09.37 Polri Sat Lantas Jakarta Timur dalam rangka pelaksanaan #OpsKepolisianPatuhJaya2022, melakukan imbauan prokes 5M, membagikan masker dan brosur kepada masyarakat pengguna jalan di Traffic Light Halim Lama Jaktim https://t.co/tyAx3aN5E6",@TMCPoldaMetro,2022-06-24 02:37:15,in,,2.0,1.0,,TMC Polda Metro Jaya,Traffic Management Center Jakarta Metropolitan Police Telp: 021-52960770,588150.0,0.0,8077926.0,9339.0,True,,
"Mulai Tanggal 13 Juni s/d 26 Juni 2022, Dit Lantas Polda Metro Jaya melaksanakan Operasi Patuh Jaya 2022, dengan sasaran Operasi sebagai berikut: https://t.co/jyqhMKyS3T",@TMCPoldaMetro,2022-06-24 02:03:54,in,,6.0,3.0,,TMC Polda Metro Jaya,Traffic Management Center Jakarta Metropolitan Police Telp: 021-52960770,588150.0,0.0,8077926.0,9339.0,True,,
08.30 Situasi arus lalu lintas Exit Tol Ampera Jakarta Selatan terpantau ramai lancar https://t.co/XncOZ2GWa0,@TMCPoldaMetro,2022-06-24 01:29:25,in,,3.0,0.0,,TMC Polda Metro Jaya,Traffic Management Center Jakarta Metropolitan Police Telp: 021-52960770,588150.0,0.0,8077926.0,9339.0,True,,
"07.57 #Polri Sat PJR Dit Lantas PMJ melakukan pembagian Brosur Sosialisasi Operasi Patuh Jaya 2022 kepada Pengguna Jalan Tol di Gerbang Tol Sawangan 4.
#OpsKepolisianPatuhJaya2022 https://t.co/o7cAFtn4Wq",@TMCPoldaMetro,2022-06-24 00:58:05,in,,4.0,0.0,,TMC Polda Metro Jaya,Traffic Management Center Jakarta Metropolitan Police Telp: 021-52960770,588150.0,0.0,8077926.0,9339.0,True,,
"07.45 Sebuah Kendaraan Bus mengalami Gangguan di Jl. Jendral Sudirman (Kolong Flyover Karet) menuju arah Bundaran HI, Situasi arus lalu lintas mangalami tersendat. https://t.co/12p88e9aHU",@TMCPoldaMetro,2022-06-24 00:47:07,in,,25.0,8.0,,TMC Polda Metro Jaya,Traffic Management Center Jakarta Metropolitan Police Telp: 021-52960770,588150.0,0.0,8077926.0,9339.0,True,,
07.39 Situasi arus lalu lintas di Ruas Tol Dalam Kota KM 02+100 (Cawang) menuju arah Halim maupun Jalur Contraflow menuju arah Semanggi terpantau ramai lancar. https://t.co/dZrsCnmHwK,@TMCPoldaMetro,2022-06-24 00:39:52,in,,4.0,1.0,,TMC Polda Metro Jaya,Traffic Management Center Jakarta Metropolitan Police Telp: 021-52960770,588150.0,0.0,8077926.0,9339.0,True,,
"Lokasi Pelayanan Samsat Keliling JADETABEK Jumat, 24 Juni 2022. https://t.co/Blly2FNc3X",@TMCPoldaMetro,2022-06-24 00:27:47,in,,9.0,3.0,,TMC Polda Metro Jaya,Traffic Management Center Jakarta Metropolitan Police Telp: 021-52960770,588150.0,0.0,8077926.0,9339.0,True,,
07.15 Situasi arus lalu lintas di Traffic Light Galur Jl. Letjen Suprapto Jakpus menuju arah Kemayoran maupun arah Senen terpantau ramai lancar. https://t.co/Vg2t35uGyx,@TMCPoldaMetro,2022-06-24 00:15:55,in,,3.0,0.0,,TMC Polda Metro Jaya,Traffic Management Center Jakarta Metropolitan Police Telp: 021-52960770,588150.0,0.0,8077926.0,9339.0,True,,
06.40 Situasi arus lalu lintas di Traffic Light Garuda Jaktim menuju arah TMII maupun arah Pinang Ranti terpantau ramai lancar. https://t.co/dmexDDDbFB,@TMCPoldaMetro,2022-06-23 23:40:33,in,,2.0,0.0,,TMC Polda Metro Jaya,Traffic Management Center Jakarta Metropolitan Police Telp: 021-52960770,588150.0,0.0,8077926.0,9339.0,True,,
06.34 Situasi arus lalu lintas di Traffic Light Fatmawati Jaksel menuju arah Cilandak maupun arah Panglima Polim terpantau ramai lancar. https://t.co/XyJ0M5B6LJ,@TMCPoldaMetro,2022-06-23 23:34:22,in,,5.0,0.0,,TMC Polda Metro Jaya,Traffic Management Center Jakarta Metropolitan Police Telp: 021-52960770,588150.0,0.0,8077926.0,9339.0,True,,
06.27 Situasi arus lalu lintas di Traffic Light Rindam Jl. TB Simatupang Jaktim menuju arah Pasar Rebo terpantau ramai lancar. https://t.co/H57mAyW2xI,@TMCPoldaMetro,2022-06-23 23:27:35,in,,9.0,0.0,,TMC Polda Metro Jaya,Traffic Management Center Jakarta Metropolitan Police Telp: 021-52960770,588150.0,0.0,8077926.0,9339.0,True,,
"LOKASI PELAYANAN #SIMKELILING JUMAT, 24 Juni 2022 Pukul 08.00 s/d 14.00 Wib :
Jaktim : Mall Grand Cakung. 
Jaksel  : Kampus Trilogi Kalibata.
Jakbar : LTC Glodok &amp; Mall Citraland.
Jakpus : Kantor Pos Lapangan Banteng. https://t.co/SNfRL3V1ts",@TMCPoldaMetro,2022-06-23 23:03:46,in,,6.0,1.0,,TMC Polda Metro Jaya,Traffic Management Center Jakarta Metropolitan Police Telp: 021-52960770,588150.0,0.0,8077926.0,9339.0,True,,
05.36 Situasi arus lalu lintas di Traffic Light Puri Kembangan Jakbar terpantau lancar. https://t.co/y6u6K2dBFB,@TMCPoldaMetro,2022-06-23 22:36:45,in,,8.0,0.0,,TMC Polda Metro Jaya,Traffic Management Center Jakarta Metropolitan Police Telp: 021-52960770,588150.0,0.0,8077926.0,9339.0,True,,
"Bagi Pesepeda diimbau agar menggunakan lampu tambahan di malam hari utk mencegah kecelakaan lalu lintas. 
https://t.co/Hq0gNG0Z",@TMCPoldaMetro,2022-06-23 16:41:53,in,,5.0,0.0,,TMC Polda Metro Jaya,Traffic Management Center Jakarta Metropolitan Police Telp: 021-52960770,588150.0,0.0,8077926.0,9339.0,True,,
"Apabila mengantuk beristirahatlah segera, jangan paksakan berkendara. Keselamatan ANDA adalah yang UTAMA.
https://t.co/hkOanI7VlQ",@TMCPoldaMetro,2022-06-23 14:42:33,in,,8.0,1.0,,TMC Polda Metro Jaya,Traffic Management Center Jakarta Metropolitan Police Telp: 021-52960770,588150.0,0.0,8077926.0,9339.0,True,,
"20.36 Kondisi arus lalu lintas sepanjang Jln. Benyamin Sueb dan sekitaran PRJ Kemayoran Jakarta Pusat, terpantau ramai lancar. https://t.co/K6GhQ8uwen",@TMCPoldaMetro,2022-06-23 13:36:19,in,,8.0,3.0,,TMC Polda Metro Jaya,Traffic Management Center Jakarta Metropolitan Police Telp: 021-52960770,588150.0,0.0,8077926.0,9339.0,True,,
20.26 Situasi arus lalu lintas di Gerbang Tol Semanggi 1 menuju arah Kuningan terpantau ramai cenderung padat. https://t.co/PP54Tl6tg8,@TMCPoldaMetro,2022-06-23 13:26:15,in,,4.0,1.0,,TMC Polda Metro Jaya,Traffic Management Center Jakarta Metropolitan Police Telp: 021-52960770,588150.0,0.0,8077926.0,9339.0,True,,
"Bagi Pesepeda diimbau agar menggunakan lampu tambahan di malam hari utk mencegah kecelakaan lalu lintas. 
https://t.co/Hq0gNG0Z",@TMCPoldaMetro,2022-06-23 13:09:15,in,,5.0,0.0,,TMC Polda Metro Jaya,Traffic Management Center Jakarta Metropolitan Police Telp: 021-52960770,588150.0,0.0,8077926.0,9339.0,True,,
"Kecelakaan berawal dari pelanggaran, mari budayakan tertib berlalu lintas https://t.co/0lUyvOfAGB",@TMCPoldaMetro,2022-06-23 10:38:17,in,,6.0,0.0,,TMC Polda Metro Jaya,Traffic Management Center Jakarta Metropolitan Police Telp: 021-52960770,588150.0,0.0,8077926.0,9339.0,True,,
"Demi keselamatan anda &amp; orang lain, jangan menggunakan Handphone atau menulis SMS saat mengendarai kendaraan.https://t.co/upOdSJUpHy",@TMCPoldaMetro,2022-06-23 10:36:19,in,,8.0,3.0,,TMC Polda Metro Jaya,Traffic Management Center Jakarta Metropolitan Police Telp: 021-52960770,588150.0,0.0,8077926.0,9339.0,True,,
"17.18 Polri Dit Lantas PMJ membantu kendaraan mobil yg mengalami kempes ban di Tol Dalam Kota mengarah Slipi, situasi arus lalu lintas terpantau lancar. https://t.co/fSwmCtSF2r",@TMCPoldaMetro,2022-06-23 10:34:45,in,,5.0,0.0,,TMC Polda Metro Jaya,Traffic Management Center Jakarta Metropolitan Police Telp: 021-52960770,588150.0,0.0,8077926.0,9339.0,True,,
"Dahulukan selalu KA, menerobos Perlintasan Kereta yg telah memberikan isyarat utk berhenti dpt berakibat 

kecelakaan. https://t.co/H0Re6GL4hD",@TMCPoldaMetro,2022-06-23 10:29:50,in,,4.0,1.0,,TMC Polda Metro Jaya,Traffic Management Center Jakarta Metropolitan Police Telp: 021-52960770,588150.0,0.0,8077926.0,9339.0,True,,
